device_instance,object_identifier,property_name,property_value,address,maxAPDULengthAccepted,segmentationSupported,objectName,description,units
2400002,binaryValue:19,eventState,normal,192.168.168.2,480,segmentedBoth,sat_lo_1,Low Supply Air Temperature Alarm,
2400002,binaryValue:19,eventTimeStamps,"[<bacpypes.basetypes.TimeStamp object at 0x03585A18>, <bacpypes.basetypes.TimeStamp object at 0x03585778>, <bacpypes.basetypes.TimeStamp object at 0x03585E08>]",192.168.168.2,480,segmentedBoth,sat_lo_1,Low Supply Air Temperature Alarm,
2400002,binaryValue:19,inactiveText,Normal,192.168.168.2,480,segmentedBoth,sat_lo_1,Low Supply Air Temperature Alarm,
2400002,binaryValue:19,minimumOffTime,0,192.168.168.2,480,segmentedBoth,sat_lo_1,Low Supply Air Temperature Alarm,
2400002,binaryValue:19,minimumOnTime,0,192.168.168.2,480,segmentedBoth,sat_lo_1,Low Supply Air Temperature Alarm,
2400002,binaryValue:19,notificationClass,1,192.168.168.2,480,segmentedBoth,sat_lo_1,Low Supply Air Temperature Alarm,
2400002,binaryValue:19,notifyType,alarm,192.168.168.2,480,segmentedBoth,sat_lo_1,Low Supply Air Temperature Alarm,
2400002,binaryValue:19,outOfService,FALSE,192.168.168.2,480,segmentedBoth,sat_lo_1,Low Supply Air Temperature Alarm,
2400002,binaryValue:19,presentValue,inactive,192.168.168.2,480,segmentedBoth,sat_lo_1,Low Supply Air Temperature Alarm,
2400002,binaryValue:19,reliability,noFaultDetected,192.168.168.2,480,segmentedBoth,sat_lo_1,Low Supply Air Temperature Alarm,
2400002,binaryValue:19,statusFlags,"[0, 0, 0, 0]",192.168.168.2,480,segmentedBoth,sat_lo_1,Low Supply Air Temperature Alarm,
2400002,binaryValue:19,timeDelay,60,192.168.168.2,480,segmentedBoth,sat_lo_1,Low Supply Air Temperature Alarm,
2400002,binaryValue:19,timeOfActiveTimeReset,"{""date"": [123, 12, 14, 4], ""time"": [16, 24, 54, 23]}",192.168.168.2,480,segmentedBoth,sat_lo_1,Low Supply Air Temperature Alarm,
2400002,binaryValue:19,timeOfStateCountReset,"{""date"": [123, 12, 14, 4], ""time"": [16, 24, 54, 23]}",192.168.168.2,480,segmentedBoth,sat_lo_1,Low Supply Air Temperature Alarm,
2400002,binaryValue:2,ackedTransitions,"[1, 1, 1]",192.168.168.2,480,segmentedBoth,clg_on_bv_1,CLG ON,
2400002,binaryValue:2,activeText,On,192.168.168.2,480,segmentedBoth,clg_on_bv_1,CLG ON,
2400002,binaryValue:2,alarmValue,inactive,192.168.168.2,480,segmentedBoth,clg_on_bv_1,CLG ON,
2400002,binaryValue:2,changeOfStateCount,10918,192.168.168.2,480,segmentedBoth,clg_on_bv_1,CLG ON,
2400002,binaryValue:2,changeOfStateTime,"{""date"": [124, 3, 11, 1], ""time"": [13, 18, 49, 89]}",192.168.168.2,480,segmentedBoth,clg_on_bv_1,CLG ON,
2400002,binaryValue:2,elapsedActiveTime,806494,192.168.168.2,480,segmentedBoth,clg_on_bv_1,CLG ON,
2400002,binaryValue:2,eventDetectionEnable,TRUE,192.168.168.2,480,segmentedBoth,clg_on_bv_1,CLG ON,
2400002,binaryValue:2,eventEnable,"[0, 0, 0]",192.168.168.2,480,segmentedBoth,clg_on_bv_1,CLG ON,
2400002,binaryValue:2,eventState,offnormal,192.168.168.2,480,segmentedBoth,clg_on_bv_1,CLG ON,
2400002,binaryValue:2,eventTimeStamps,"[<bacpypes.basetypes.TimeStamp object at 0x03585CE8>, <bacpypes.basetypes.TimeStamp object at 0x03585538>, <bacpypes.basetypes.TimeStamp object at 0x03585C40>]",192.168.168.2,480,segmentedBoth,clg_on_bv_1,CLG ON,
2400002,binaryValue:2,inactiveText,Off,192.168.168.2,480,segmentedBoth,clg_on_bv_1,CLG ON,
2400002,binaryValue:2,minimumOffTime,0,192.168.168.2,480,segmentedBoth,clg_on_bv_1,CLG ON,
2400002,binaryValue:2,minimumOnTime,0,192.168.168.2,480,segmentedBoth,clg_on_bv_1,CLG ON,
2400002,binaryValue:2,notificationClass,1,192.168.168.2,480,segmentedBoth,clg_on_bv_1,CLG ON,
2400002,binaryValue:2,notifyType,alarm,192.168.168.2,480,segmentedBoth,clg_on_bv_1,CLG ON,
2400002,binaryValue:2,outOfService,FALSE,192.168.168.2,480,segmentedBoth,clg_on_bv_1,CLG ON,
2400002,binaryValue:2,presentValue,inactive,192.168.168.2,480,segmentedBoth,clg_on_bv_1,CLG ON,
2400002,binaryValue:2,reliability,noFaultDetected,192.168.168.2,480,segmentedBoth,clg_on_bv_1,CLG ON,
2400002,binaryValue:2,statusFlags,"[1, 0, 0, 0]",192.168.168.2,480,segmentedBoth,clg_on_bv_1,CLG ON,
2400002,binaryValue:2,timeDelay,60,192.168.168.2,480,segmentedBoth,clg_on_bv_1,CLG ON,
2400002,binaryValue:2,timeOfActiveTimeReset,"{""date"": [123, 12, 14, 4], ""time"": [16, 24, 54, 23]}",192.168.168.2,480,segmentedBoth,clg_on_bv_1,CLG ON,
2400002,binaryValue:2,timeOfStateCountReset,"{""date"": [123, 12, 14, 4], ""time"": [16, 24, 54, 23]}",192.168.168.2,480,segmentedBoth,clg_on_bv_1,CLG ON,
2400002,binaryValue:20,ackedTransitions,"[1, 1, 1]",192.168.168.2,480,segmentedBoth,sf_fail_1,Supply Fan Fail Alarm,
2400002,binaryValue:20,activeText,Alarm,192.168.168.2,480,segmentedBoth,sf_fail_1,Supply Fan Fail Alarm,
2400002,binaryValue:20,alarmValue,active,192.168.168.2,480,segmentedBoth,sf_fail_1,Supply Fan Fail Alarm,
2400002,binaryValue:20,changeOfStateCount,0,192.168.168.2,480,segmentedBoth,sf_fail_1,Supply Fan Fail Alarm,
2400002,binaryValue:20,changeOfStateTime,"{""date"": [255, 255, 255, 255], ""time"": [255, 255, 255, 255]}",192.168.168.2,480,segmentedBoth,sf_fail_1,Supply Fan Fail Alarm,
2400002,binaryValue:20,elapsedActiveTime,0,192.168.168.2,480,segmentedBoth,sf_fail_1,Supply Fan Fail Alarm,
2400002,binaryValue:20,eventDetectionEnable,TRUE,192.168.168.2,480,segmentedBoth,sf_fail_1,Supply Fan Fail Alarm,
2400002,binaryValue:20,eventEnable,"[1, 0, 1]",192.168.168.2,480,segmentedBoth,sf_fail_1,Supply Fan Fail Alarm,
2400002,binaryValue:20,eventState,normal,192.168.168.2,480,segmentedBoth,sf_fail_1,Supply Fan Fail Alarm,
2400002,binaryValue:20,eventTimeStamps,"[<bacpypes.basetypes.TimeStamp object at 0x035841D8>, <bacpypes.basetypes.TimeStamp object at 0x03584FB8>, <bacpypes.basetypes.TimeStamp object at 0x03584A90>]",192.168.168.2,480,segmentedBoth,sf_fail_1,Supply Fan Fail Alarm,
2400002,binaryValue:20,inactiveText,Normal,192.168.168.2,480,segmentedBoth,sf_fail_1,Supply Fan Fail Alarm,
2400002,binaryValue:20,minimumOffTime,0,192.168.168.2,480,segmentedBoth,sf_fail_1,Supply Fan Fail Alarm,
2400002,binaryValue:20,minimumOnTime,0,192.168.168.2,480,segmentedBoth,sf_fail_1,Supply Fan Fail Alarm,
2400002,binaryValue:20,notificationClass,1,192.168.168.2,480,segmentedBoth,sf_fail_1,Supply Fan Fail Alarm,
2400002,binaryValue:20,notifyType,alarm,192.168.168.2,480,segmentedBoth,sf_fail_1,Supply Fan Fail Alarm,
2400002,binaryValue:20,outOfService,FALSE,192.168.168.2,480,segmentedBoth,sf_fail_1,Supply Fan Fail Alarm,
2400002,binaryValue:20,presentValue,inactive,192.168.168.2,480,segmentedBoth,sf_fail_1,Supply Fan Fail Alarm,
2400002,binaryValue:20,reliability,noFaultDetected,192.168.168.2,480,segmentedBoth,sf_fail_1,Supply Fan Fail Alarm,
2400002,binaryValue:20,statusFlags,"[0, 0, 0, 0]",192.168.168.2,480,segmentedBoth,sf_fail_1,Supply Fan Fail Alarm,
2400002,binaryValue:20,timeDelay,0,192.168.168.2,480,segmentedBoth,sf_fail_1,Supply Fan Fail Alarm,
2400002,binaryValue:20,timeOfActiveTimeReset,"{""date"": [123, 12, 14, 4], ""time"": [16, 24, 54, 23]}",192.168.168.2,480,segmentedBoth,sf_fail_1,Supply Fan Fail Alarm,
2400002,binaryValue:20,timeOfStateCountReset,"{""date"": [123, 12, 14, 4], ""time"": [16, 24, 54, 23]}",192.168.168.2,480,segmentedBoth,sf_fail_1,Supply Fan Fail Alarm,
2400002,binaryValue:21,ackedTransitions,"[1, 1, 1]",192.168.168.2,480,segmentedBoth,sf_hand_1,Supply Fan in Hand Alarm,
2400002,binaryValue:21,activeText,In Hand,192.168.168.2,480,segmentedBoth,sf_hand_1,Supply Fan in Hand Alarm,
2400002,binaryValue:21,alarmValue,active,192.168.168.2,480,segmentedBoth,sf_hand_1,Supply Fan in Hand Alarm,
2400002,binaryValue:21,changeOfStateCount,0,192.168.168.2,480,segmentedBoth,sf_hand_1,Supply Fan in Hand Alarm,
2400002,binaryValue:21,changeOfStateTime,"{""date"": [255, 255, 255, 255], ""time"": [255, 255, 255, 255]}",192.168.168.2,480,segmentedBoth,sf_hand_1,Supply Fan in Hand Alarm,
2400002,binaryValue:21,elapsedActiveTime,0,192.168.168.2,480,segmentedBoth,sf_hand_1,Supply Fan in Hand Alarm,
2400002,binaryValue:21,eventDetectionEnable,TRUE,192.168.168.2,480,segmentedBoth,sf_hand_1,Supply Fan in Hand Alarm,
2400002,binaryValue:21,eventEnable,"[1, 0, 1]",192.168.168.2,480,segmentedBoth,sf_hand_1,Supply Fan in Hand Alarm,
2400002,binaryValue:21,eventState,normal,192.168.168.2,480,segmentedBoth,sf_hand_1,Supply Fan in Hand Alarm,
2400002,binaryValue:21,eventTimeStamps,"[<bacpypes.basetypes.TimeStamp object at 0x03584760>, <bacpypes.basetypes.TimeStamp object at 0x03584FD0>, <bacpypes.basetypes.TimeStamp object at 0x03584AA8>]",192.168.168.2,480,segmentedBoth,sf_hand_1,Supply Fan in Hand Alarm,
2400002,binaryValue:21,inactiveText,Auto,192.168.168.2,480,segmentedBoth,sf_hand_1,Supply Fan in Hand Alarm,
2400002,binaryValue:21,minimumOffTime,0,192.168.168.2,480,segmentedBoth,sf_hand_1,Supply Fan in Hand Alarm,
2400002,binaryValue:21,minimumOnTime,0,192.168.168.2,480,segmentedBoth,sf_hand_1,Supply Fan in Hand Alarm,
2400002,binaryValue:21,notificationClass,1,192.168.168.2,480,segmentedBoth,sf_hand_1,Supply Fan in Hand Alarm,
2400002,binaryValue:21,notifyType,alarm,192.168.168.2,480,segmentedBoth,sf_hand_1,Supply Fan in Hand Alarm,
2400002,binaryValue:21,outOfService,FALSE,192.168.168.2,480,segmentedBoth,sf_hand_1,Supply Fan in Hand Alarm,
2400002,binaryValue:21,presentValue,inactive,192.168.168.2,480,segmentedBoth,sf_hand_1,Supply Fan in Hand Alarm,
2400002,binaryValue:21,reliability,noFaultDetected,192.168.168.2,480,segmentedBoth,sf_hand_1,Supply Fan in Hand Alarm,
2400002,binaryValue:21,statusFlags,"[0, 0, 0, 0]",192.168.168.2,480,segmentedBoth,sf_hand_1,Supply Fan in Hand Alarm,
2400002,binaryValue:21,timeDelay,0,192.168.168.2,480,segmentedBoth,sf_hand_1,Supply Fan in Hand Alarm,
2400002,binaryValue:21,timeOfActiveTimeReset,"{""date"": [123, 12, 14, 4], ""time"": [16, 24, 54, 23]}",192.168.168.2,480,segmentedBoth,sf_hand_1,Supply Fan in Hand Alarm,
2400002,binaryValue:21,timeOfStateCountReset,"{""date"": [123, 12, 14, 4], ""time"": [16, 24, 54, 23]}",192.168.168.2,480,segmentedBoth,sf_hand_1,Supply Fan in Hand Alarm,
2400002,binaryValue:22,ackedTransitions,"[1, 1, 1]",192.168.168.2,480,segmentedBoth,sf_rntm_1,Supply Fan Runtime Expired Alarm,
2400002,binaryValue:22,activeText,On,192.168.168.2,480,segmentedBoth,sf_rntm_1,Supply Fan Runtime Expired Alarm,
2400002,binaryValue:22,alarmValue,active,192.168.168.2,480,segmentedBoth,sf_rntm_1,Supply Fan Runtime Expired Alarm,
2400002,binaryValue:22,changeOfStateCount,0,192.168.168.2,480,segmentedBoth,sf_rntm_1,Supply Fan Runtime Expired Alarm,
2400002,binaryValue:22,changeOfStateTime,"{""date"": [255, 255, 255, 255], ""time"": [255, 255, 255, 255]}",192.168.168.2,480,segmentedBoth,sf_rntm_1,Supply Fan Runtime Expired Alarm,
2400002,binaryValue:22,elapsedActiveTime,0,192.168.168.2,480,segmentedBoth,sf_rntm_1,Supply Fan Runtime Expired Alarm,
2400002,binaryValue:22,eventDetectionEnable,TRUE,192.168.168.2,480,segmentedBoth,sf_rntm_1,Supply Fan Runtime Expired Alarm,
2400002,binaryValue:22,eventEnable,"[1, 0, 1]",192.168.168.2,480,segmentedBoth,sf_rntm_1,Supply Fan Runtime Expired Alarm,
2400002,binaryValue:22,eventState,normal,192.168.168.2,480,segmentedBoth,sf_rntm_1,Supply Fan Runtime Expired Alarm,
2400002,binaryValue:22,eventTimeStamps,"[<bacpypes.basetypes.TimeStamp object at 0x03584778>, <bacpypes.basetypes.TimeStamp object at 0x035844D8>, <bacpypes.basetypes.TimeStamp object at 0x03584C40>]",192.168.168.2,480,segmentedBoth,sf_rntm_1,Supply Fan Runtime Expired Alarm,
2400002,binaryValue:22,inactiveText,Off,192.168.168.2,480,segmentedBoth,sf_rntm_1,Supply Fan Runtime Expired Alarm,
2400002,binaryValue:22,minimumOffTime,0,192.168.168.2,480,segmentedBoth,sf_rntm_1,Supply Fan Runtime Expired Alarm,
2400002,binaryValue:22,minimumOnTime,0,192.168.168.2,480,segmentedBoth,sf_rntm_1,Supply Fan Runtime Expired Alarm,
2400002,binaryValue:22,notificationClass,1,192.168.168.2,480,segmentedBoth,sf_rntm_1,Supply Fan Runtime Expired Alarm,
2400002,binaryValue:22,notifyType,alarm,192.168.168.2,480,segmentedBoth,sf_rntm_1,Supply Fan Runtime Expired Alarm,
2400002,binaryValue:22,outOfService,FALSE,192.168.168.2,480,segmentedBoth,sf_rntm_1,Supply Fan Runtime Expired Alarm,
2400002,binaryValue:22,presentValue,inactive,192.168.168.2,480,segmentedBoth,sf_rntm_1,Supply Fan Runtime Expired Alarm,
2400002,binaryValue:22,reliability,noFaultDetected,192.168.168.2,480,segmentedBoth,sf_rntm_1,Supply Fan Runtime Expired Alarm,
2400002,binaryValue:22,statusFlags,"[0, 0, 0, 0]",192.168.168.2,480,segmentedBoth,sf_rntm_1,Supply Fan Runtime Expired Alarm,
2400002,binaryValue:22,timeDelay,60,192.168.168.2,480,segmentedBoth,sf_rntm_1,Supply Fan Runtime Expired Alarm,
2400002,binaryValue:22,timeOfActiveTimeReset,"{""date"": [123, 12, 14, 4], ""time"": [16, 24, 54, 23]}",192.168.168.2,480,segmentedBoth,sf_rntm_1,Supply Fan Runtime Expired Alarm,
2400002,binaryValue:22,timeOfStateCountReset,"{""date"": [123, 12, 14, 4], ""time"": [16, 24, 54, 23]}",192.168.168.2,480,segmentedBoth,sf_rntm_1,Supply Fan Runtime Expired Alarm,
2400002,binaryValue:23,ackedTransitions,"[1, 1, 1]",192.168.168.2,480,segmentedBoth,zone_hi_1,High Zone Temp Alarm,
2400002,binaryValue:23,activeText,On,192.168.168.2,480,segmentedBoth,zone_hi_1,High Zone Temp Alarm,
2400002,binaryValue:23,alarmValue,active,192.168.168.2,480,segmentedBoth,zone_hi_1,High Zone Temp Alarm,
2400002,binaryValue:23,changeOfStateCount,16,192.168.168.2,480,segmentedBoth,zone_hi_1,High Zone Temp Alarm,
2400002,binaryValue:23,changeOfStateTime,"{""date"": [124, 3, 8, 5], ""time"": [16, 57, 21, 93]}",192.168.168.2,480,segmentedBoth,zone_hi_1,High Zone Temp Alarm,
2400002,binaryValue:23,elapsedActiveTime,138580,192.168.168.2,480,segmentedBoth,zone_hi_1,High Zone Temp Alarm,
2400002,binaryValue:23,eventDetectionEnable,TRUE,192.168.168.2,480,segmentedBoth,zone_hi_1,High Zone Temp Alarm,
2400002,binaryValue:23,eventEnable,"[1, 0, 1]",192.168.168.2,480,segmentedBoth,zone_hi_1,High Zone Temp Alarm,
2400002,binaryValue:23,eventState,normal,192.168.168.2,480,segmentedBoth,zone_hi_1,High Zone Temp Alarm,
2400002,binaryValue:23,eventTimeStamps,"[<bacpypes.basetypes.TimeStamp object at 0x035846E8>, <bacpypes.basetypes.TimeStamp object at 0x03584478>, <bacpypes.basetypes.TimeStamp object at 0x03584B20>]",192.168.168.2,480,segmentedBoth,zone_hi_1,High Zone Temp Alarm,
2400002,binaryValue:23,inactiveText,Off,192.168.168.2,480,segmentedBoth,zone_hi_1,High Zone Temp Alarm,
2400002,binaryValue:23,minimumOffTime,0,192.168.168.2,480,segmentedBoth,zone_hi_1,High Zone Temp Alarm,
2400002,binaryValue:23,minimumOnTime,0,192.168.168.2,480,segmentedBoth,zone_hi_1,High Zone Temp Alarm,
2400002,binaryValue:23,notificationClass,1,192.168.168.2,480,segmentedBoth,zone_hi_1,High Zone Temp Alarm,
2400002,binaryValue:23,notifyType,alarm,192.168.168.2,480,segmentedBoth,zone_hi_1,High Zone Temp Alarm,
2400002,binaryValue:23,outOfService,FALSE,192.168.168.2,480,segmentedBoth,zone_hi_1,High Zone Temp Alarm,
2400002,binaryValue:23,presentValue,inactive,192.168.168.2,480,segmentedBoth,zone_hi_1,High Zone Temp Alarm,
2400002,binaryValue:23,reliability,noFaultDetected,192.168.168.2,480,segmentedBoth,zone_hi_1,High Zone Temp Alarm,
2400002,binaryValue:23,statusFlags,"[0, 0, 0, 0]",192.168.168.2,480,segmentedBoth,zone_hi_1,High Zone Temp Alarm,
2400002,binaryValue:23,timeDelay,0,192.168.168.2,480,segmentedBoth,zone_hi_1,High Zone Temp Alarm,
2400002,binaryValue:23,timeOfActiveTimeReset,"{""date"": [123, 12, 14, 4], ""time"": [16, 24, 54, 23]}",192.168.168.2,480,segmentedBoth,zone_hi_1,High Zone Temp Alarm,
2400002,binaryValue:23,timeOfStateCountReset,"{""date"": [123, 12, 14, 4], ""time"": [16, 24, 54, 23]}",192.168.168.2,480,segmentedBoth,zone_hi_1,High Zone Temp Alarm,
2400002,binaryValue:24,ackedTransitions,"[1, 1, 1]",192.168.168.2,480,segmentedBoth,zone_lo_1,Low Zone Temp Alarm,
2400002,binaryValue:24,activeText,On,192.168.168.2,480,segmentedBoth,zone_lo_1,Low Zone Temp Alarm,
2400002,binaryValue:24,alarmValue,active,192.168.168.2,480,segmentedBoth,zone_lo_1,Low Zone Temp Alarm,
2400002,binaryValue:24,changeOfStateCount,44,192.168.168.2,480,segmentedBoth,zone_lo_1,Low Zone Temp Alarm,
2400002,binaryValue:24,changeOfStateTime,"{""date"": [124, 3, 5, 2], ""time"": [7, 51, 22, 52]}",192.168.168.2,480,segmentedBoth,zone_lo_1,Low Zone Temp Alarm,
2400002,binaryValue:24,elapsedActiveTime,67243,192.168.168.2,480,segmentedBoth,zone_lo_1,Low Zone Temp Alarm,
2400002,binaryValue:24,eventDetectionEnable,TRUE,192.168.168.2,480,segmentedBoth,zone_lo_1,Low Zone Temp Alarm,
2400002,binaryValue:24,eventEnable,"[1, 0, 1]",192.168.168.2,480,segmentedBoth,zone_lo_1,Low Zone Temp Alarm,
2400002,binaryValue:24,eventState,normal,192.168.168.2,480,segmentedBoth,zone_lo_1,Low Zone Temp Alarm,
2400002,binaryValue:24,eventTimeStamps,"[<bacpypes.basetypes.TimeStamp object at 0x035841A8>, <bacpypes.basetypes.TimeStamp object at 0x03584EF8>, <bacpypes.basetypes.TimeStamp object at 0x03584538>]",192.168.168.2,480,segmentedBoth,zone_lo_1,Low Zone Temp Alarm,
2400002,binaryValue:24,inactiveText,Off,192.168.168.2,480,segmentedBoth,zone_lo_1,Low Zone Temp Alarm,
2400002,binaryValue:24,minimumOffTime,0,192.168.168.2,480,segmentedBoth,zone_lo_1,Low Zone Temp Alarm,
2400002,binaryValue:24,minimumOnTime,0,192.168.168.2,480,segmentedBoth,zone_lo_1,Low Zone Temp Alarm,
2400002,binaryValue:24,notificationClass,1,192.168.168.2,480,segmentedBoth,zone_lo_1,Low Zone Temp Alarm,
2400002,binaryValue:24,notifyType,alarm,192.168.168.2,480,segmentedBoth,zone_lo_1,Low Zone Temp Alarm,
2400002,binaryValue:24,outOfService,FALSE,192.168.168.2,480,segmentedBoth,zone_lo_1,Low Zone Temp Alarm,
2400002,binaryValue:24,presentValue,inactive,192.168.168.2,480,segmentedBoth,zone_lo_1,Low Zone Temp Alarm,
2400002,binaryValue:24,reliability,noFaultDetected,192.168.168.2,480,segmentedBoth,zone_lo_1,Low Zone Temp Alarm,
2400002,binaryValue:24,statusFlags,"[0, 0, 0, 0]",192.168.168.2,480,segmentedBoth,zone_lo_1,Low Zone Temp Alarm,
2400002,binaryValue:24,timeDelay,0,192.168.168.2,480,segmentedBoth,zone_lo_1,Low Zone Temp Alarm,
2400002,binaryValue:24,timeOfActiveTimeReset,"{""date"": [123, 12, 14, 4], ""time"": [16, 24, 54, 23]}",192.168.168.2,480,segmentedBoth,zone_lo_1,Low Zone Temp Alarm,
2400002,binaryValue:24,timeOfStateCountReset,"{""date"": [123, 12, 14, 4], ""time"": [16, 24, 54, 23]}",192.168.168.2,480,segmentedBoth,zone_lo_1,Low Zone Temp Alarm,
2400002,binaryValue:25,ackedTransitions,"[1, 1, 1]",192.168.168.2,480,segmentedBoth,zs_comm_1,Zone Sensor Communications Alarm,
2400002,binaryValue:25,activeText,On,192.168.168.2,480,segmentedBoth,zs_comm_1,Zone Sensor Communications Alarm,
2400002,binaryValue:25,alarmValue,active,192.168.168.2,480,segmentedBoth,zs_comm_1,Zone Sensor Communications Alarm,
2400002,binaryValue:25,changeOfStateCount,0,192.168.168.2,480,segmentedBoth,zs_comm_1,Zone Sensor Communications Alarm,
2400002,binaryValue:25,changeOfStateTime,"{""date"": [255, 255, 255, 255], ""time"": [255, 255, 255, 255]}",192.168.168.2,480,segmentedBoth,zs_comm_1,Zone Sensor Communications Alarm,
2400002,binaryValue:25,elapsedActiveTime,0,192.168.168.2,480,segmentedBoth,zs_comm_1,Zone Sensor Communications Alarm,
2400002,binaryValue:25,eventDetectionEnable,TRUE,192.168.168.2,480,segmentedBoth,zs_comm_1,Zone Sensor Communications Alarm,
2400002,binaryValue:25,eventEnable,"[1, 0, 1]",192.168.168.2,480,segmentedBoth,zs_comm_1,Zone Sensor Communications Alarm,
2400002,binaryValue:25,eventState,normal,192.168.168.2,480,segmentedBoth,zs_comm_1,Zone Sensor Communications Alarm,
2400002,binaryValue:25,eventTimeStamps,"[<bacpypes.basetypes.TimeStamp object at 0x03584760>, <bacpypes.basetypes.TimeStamp object at 0x03584670>, <bacpypes.basetypes.TimeStamp object at 0x03584100>]",192.168.168.2,480,segmentedBoth,zs_comm_1,Zone Sensor Communications Alarm,
2400002,binaryValue:25,inactiveText,Off,192.168.168.2,480,segmentedBoth,zs_comm_1,Zone Sensor Communications Alarm,
2400002,binaryValue:25,minimumOffTime,0,192.168.168.2,480,segmentedBoth,zs_comm_1,Zone Sensor Communications Alarm,
2400002,binaryValue:25,minimumOnTime,0,192.168.168.2,480,segmentedBoth,zs_comm_1,Zone Sensor Communications Alarm,
2400002,binaryValue:25,notificationClass,1,192.168.168.2,480,segmentedBoth,zs_comm_1,Zone Sensor Communications Alarm,
2400002,binaryValue:25,notifyType,alarm,192.168.168.2,480,segmentedBoth,zs_comm_1,Zone Sensor Communications Alarm,
2400002,binaryValue:25,outOfService,FALSE,192.168.168.2,480,segmentedBoth,zs_comm_1,Zone Sensor Communications Alarm,
2400002,binaryValue:25,presentValue,inactive,192.168.168.2,480,segmentedBoth,zs_comm_1,Zone Sensor Communications Alarm,
2400002,binaryValue:25,reliability,noFaultDetected,192.168.168.2,480,segmentedBoth,zs_comm_1,Zone Sensor Communications Alarm,
2400002,binaryValue:25,statusFlags,"[0, 0, 0, 0]",192.168.168.2,480,segmentedBoth,zs_comm_1,Zone Sensor Communications Alarm,
2400002,binaryValue:25,timeDelay,0,192.168.168.2,480,segmentedBoth,zs_comm_1,Zone Sensor Communications Alarm,
2400002,binaryValue:25,timeOfActiveTimeReset,"{""date"": [123, 12, 14, 4], ""time"": [16, 24, 54, 23]}",192.168.168.2,480,segmentedBoth,zs_comm_1,Zone Sensor Communications Alarm,
2400002,binaryValue:25,timeOfStateCountReset,"{""date"": [123, 12, 14, 4], ""time"": [16, 24, 54, 23]}",192.168.168.2,480,segmentedBoth,zs_comm_1,Zone Sensor Communications Alarm,
2400002,binaryValue:28,ackedTransitions,"[1, 1, 1]",192.168.168.2,480,segmentedBoth,sa_temp_selector_10,Overhead/Underfloor SA Temp Selector,
2400002,binaryValue:28,activeText,Underfloor,192.168.168.2,480,segmentedBoth,sa_temp_selector_10,Overhead/Underfloor SA Temp Selector,
2400002,binaryValue:28,alarmValue,inactive,192.168.168.2,480,segmentedBoth,sa_temp_selector_10,Overhead/Underfloor SA Temp Selector,
2400002,binaryValue:28,changeOfStateCount,0,192.168.168.2,480,segmentedBoth,sa_temp_selector_10,Overhead/Underfloor SA Temp Selector,
2400002,binaryValue:28,changeOfStateTime,"{""date"": [255, 255, 255, 255], ""time"": [255, 255, 255, 255]}",192.168.168.2,480,segmentedBoth,sa_temp_selector_10,Overhead/Underfloor SA Temp Selector,
2400002,binaryValue:28,elapsedActiveTime,0,192.168.168.2,480,segmentedBoth,sa_temp_selector_10,Overhead/Underfloor SA Temp Selector,
2400002,binaryValue:28,eventDetectionEnable,TRUE,192.168.168.2,480,segmentedBoth,sa_temp_selector_10,Overhead/Underfloor SA Temp Selector,
2400002,binaryValue:28,eventEnable,"[0, 0, 0]",192.168.168.2,480,segmentedBoth,sa_temp_selector_10,Overhead/Underfloor SA Temp Selector,
2400002,binaryValue:28,eventState,offnormal,192.168.168.2,480,segmentedBoth,sa_temp_selector_10,Overhead/Underfloor SA Temp Selector,
2400002,binaryValue:28,eventTimeStamps,"[<bacpypes.basetypes.TimeStamp object at 0x0361B9E8>, <bacpypes.basetypes.TimeStamp object at 0x0361B7F0>, <bacpypes.basetypes.TimeStamp object at 0x0361D3E8>]",192.168.168.2,480,segmentedBoth,sa_temp_selector_10,Overhead/Underfloor SA Temp Selector,
2400002,binaryValue:28,inactiveText,Overhead,192.168.168.2,480,segmentedBoth,sa_temp_selector_10,Overhead/Underfloor SA Temp Selector,
2400002,binaryValue:28,minimumOffTime,0,192.168.168.2,480,segmentedBoth,sa_temp_selector_10,Overhead/Underfloor SA Temp Selector,
2400002,binaryValue:28,minimumOnTime,0,192.168.168.2,480,segmentedBoth,sa_temp_selector_10,Overhead/Underfloor SA Temp Selector,
2400002,binaryValue:28,notificationClass,1,192.168.168.2,480,segmentedBoth,sa_temp_selector_10,Overhead/Underfloor SA Temp Selector,
2400002,binaryValue:28,notifyType,alarm,192.168.168.2,480,segmentedBoth,sa_temp_selector_10,Overhead/Underfloor SA Temp Selector,
2400002,binaryValue:28,outOfService,FALSE,192.168.168.2,480,segmentedBoth,sa_temp_selector_10,Overhead/Underfloor SA Temp Selector,
2400002,binaryValue:28,presentValue,inactive,192.168.168.2,480,segmentedBoth,sa_temp_selector_10,Overhead/Underfloor SA Temp Selector,
2400002,binaryValue:28,priorityArray,"[{""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}, {""null"": []}]",192.168.168.2,480,segmentedBoth,sa_temp_selector_10,Overhead/Underfloor SA Temp Selector,
2400002,binaryValue:28,reliability,noFaultDetected,192.168.168.2,480,segmentedBoth,sa_temp_selector_10,Overhead/Underfloor SA Temp Selector,
